DATE,CODE,NAME,12M LOW,12M HIGH,DAY LOW,DAY HIGH,DAY PRICE,PREVIOUS,CHANGE,CHANGE%,VOLUME,ADJUST,ADJUSTED,ADJUSTED PRICE
2011-06-23,^NASI,NSE All-Share Index,73.71,121.58,90.85,90.85,90.85,90.73,0.12,0.13%,"9,870,000",-,,
2011-06-24,^NASI,NSE All-Share Index,73.71,121.58,90.6,90.6,90.6,90.85,-0.25,0.28%,"11,030,000",-,,
2011-06-27,^NASI,NSE All-Share Index,73.71,121.58,90.62,90.62,90.62,90.6,0.02,0.02%,"10,030,000",-,,
2011-06-28,^NASI,NSE All-Share Index,73.71,121.58,90.89,90.89,90.89,90.62,0.27,0.30%,"25,590,000",-,,
2011-06-29,^NASI,NSE All-Share Index,73.71,121.58,91.2,91.2,91.2,90.89,0.31,0.34%,"37,120,000",-,,
2011-06-30,^NASI,NSE All-Share Index,73.71,121.58,91.36,91.36,91.36,91.2,0.16,0.18%,"18,820,000",-,,
2011-07-01,^NASI,NSE All-Share Index,73.71,121.58,103.52,103.52,103.52,102.69,0.83,0.80%,"77,430,000",-,,
2011-07-02,^NASI,NSE All-Share Index,73.71,121.58,97.84,97.84,97.84,97.91,-0.07,0.07%,"15,590,000",-,,
2011-07-03,^NASI,NSE All-Share Index,73.71,121.58,94.01,94.01,94.01,95.01,-1,1.06%,"14,020,000",-,,
2011-07-04,^NASI,NSE All-Share Index,73.71,121.58,93.29,93.29,93.29,92.98,0.31,0.33%,"29,790,000",-,,
2011-07-06,^NASI,NSE All-Share Index,73.71,121.58,93.45,93.45,93.45,93.23,0.22,0.24%,"18,650,000",-,,
2011-07-07,^NASI,NSE All-Share Index,73.71,121.58,90.18,90.18,90.18,90.37,-0.19,0.21%,"37,030,000",-,,
2011-07-09,^NASI,NSE All-Share Index,73.71,121.58,74.13,74.13,74.13,73.6,0.53,0.71%,"34,820,000",-,,
2011-07-10,^NASI,NSE All-Share Index,73.71,121.58,69.36,69.36,69.36,69.65,-0.29,0.42%,"6,660,000",-,,
2011-07-11,^NASI,NSE All-Share Index,73.71,121.58,72.44,72.44,72.44,72.57,-0.13,0.18%,"28,840,000",-,,
2011-07-12,^NASI,NSE All-Share Index,73.71,121.58,65.14,65.14,65.14,65.23,-0.09,0.14%,"34,500,000",-,,
2011-07-13,^NASI,NSE All-Share Index,73.71,121.58,86.52,86.52,86.52,87.52,-1,1.16%,"26,090,000",-,,
2011-07-14,^NASI,NSE All-Share Index,73.71,121.58,86.01,86.01,86.01,86.52,-0.51,0.59%,"12,690,000",-,,
2011-07-18,^NASI,NSE All-Share Index,73.71,121.58,86.31,86.31,86.31,86.01,0.3,0.35%,"34,610,000",-,,
2011-07-20,^NASI,NSE All-Share Index,73.71,121.58,85.73,85.73,85.73,86.31,-0.58,0.68%,"19,460,000",-,,
2011-07-21,^NASI,NSE All-Share Index,73.71,121.58,85.4,85.4,85.4,85.73,-0.33,0.39%,"38,260,000",-,,
2011-07-22,^NASI,NSE All-Share Index,73.71,121.58,85.57,85.57,85.57,85.4,0.17,0.20%,"28,650,000",-,,
2011-07-25,^NASI,NSE All-Share Index,73.71,121.58,85.43,85.43,85.43,85.57,-0.14,0.16%,"25,550,000",-,,
2011-07-26,^NASI,NSE All-Share Index,73.71,121.58,85.26,85.26,85.26,85.43,-0.17,0.20%,"13,410,000",-,,
2011-07-27,^NASI,NSE All-Share Index,73.71,121.58,85.4,85.4,85.4,85.26,0.14,0.16%,"19,170,000",-,,
2011-07-28,^NASI,NSE All-Share Index,73.71,121.58,84.65,84.65,84.65,85.4,-0.75,0.89%,"13,910,000",-,,
2011-07-29,^NASI,NSE All-Share Index,73.71,121.58,84.32,84.32,84.32,84.65,-0.33,0.39%,"9,930,000",-,,
2011-08-02,^NASI,NSE All-Share Index,73.71,121.58,97.91,97.91,97.91,97.84,0.07,0.07%,"23,710,000",-,,
2011-08-03,^NASI,NSE All-Share Index,73.71,121.58,93.03,93.03,93.03,94.01,-0.98,1.05%,"11,620,000",-,,
2011-08-04,^NASI,NSE All-Share Index,73.71,121.58,93.73,93.73,93.73,93.29,0.44,0.47%,"35,780,000",-,,
2011-08-06,^NASI,NSE All-Share Index,73.71,121.58,93.49,93.49,93.49,93.45,0.04,0.04%,"17,860,000",-,,
2011-08-08,^NASI,NSE All-Share Index,73.71,121.58,81.97,81.97,81.97,83.65,-1.68,2.05%,"19,320,000",-,,
2011-08-09,^NASI,NSE All-Share Index,73.71,121.58,74.62,74.62,74.62,74.13,0.49,0.66%,"7,140,000",-,,
2011-08-12,^NASI,NSE All-Share Index,73.71,121.58,65.41,65.41,65.41,65.14,0.27,0.41%,"10,980,000",-,,
2011-08-15,^NASI,NSE All-Share Index,73.71,121.58,78.54,78.54,78.54,78.6,-0.06,0.08%,"36,870,000",-,,
2011-08-16,^NASI,NSE All-Share Index,73.71,121.58,78.64,78.64,78.64,78.54,0.1,0.13%,"46,410,000",-,,
2011-08-17,^NASI,NSE All-Share Index,73.71,121.58,78.68,78.68,78.68,78.64,0.04,0.05%,"26,130,000",-,,
2011-08-18,^NASI,NSE All-Share Index,73.71,121.58,78.82,78.82,78.82,78.68,0.14,0.18%,"36,080,000",-,,
2011-08-19,^NASI,NSE All-Share Index,73.71,121.58,78.63,78.63,78.63,78.82,-0.19,0.24%,"23,640,000",-,,
2011-08-22,^NASI,NSE All-Share Index,73.71,121.58,77.96,77.96,77.96,78.63,-0.67,0.86%,"5,010,000",-,,
2011-08-23,^NASI,NSE All-Share Index,73.71,121.58,77.85,77.85,77.85,77.96,-0.11,0.14%,"49,230,000",-,,
2011-08-24,^NASI,NSE All-Share Index,73.71,121.58,77.34,77.34,77.34,77.85,-0.51,0.66%,"8,830,000",-,,
2011-08-25,^NASI,NSE All-Share Index,73.71,121.58,76.14,76.14,76.14,77.34,-1.2,1.58%,"13,560,000",-,,
2011-08-26,^NASI,NSE All-Share Index,73.71,121.58,76.2,76.2,76.2,76.14,0.06,0.08%,"18,950,000",-,,
2011-08-29,^NASI,NSE All-Share Index,73.71,121.58,75.81,75.81,75.81,76.2,-0.39,0.51%,"39,390,000",-,,
2011-08-30,^NASI,NSE All-Share Index,73.71,121.58,76.15,76.15,76.15,75.81,0.34,0.45%,"8,710,000",-,,
2011-09-02,^NASI,NSE All-Share Index,73.71,121.58,97.85,97.85,97.85,97.91,-0.06,0.06%,"8,710,000",-,,
2011-09-03,^NASI,NSE All-Share Index,73.71,121.58,91.47,91.47,91.47,93.03,-1.56,1.71%,"8,660,000",-,,
2011-09-05,^NASI,NSE All-Share Index,73.71,121.58,94.88,94.88,94.88,95.32,-0.44,0.46%,"10,900,000",-,,
2011-09-06,^NASI,NSE All-Share Index,73.71,121.58,93.25,93.25,93.25,93.49,-0.24,0.26%,"25,250,000",-,,
2011-09-08,^NASI,NSE All-Share Index,73.71,121.58,78.89,78.89,78.89,81.97,-3.08,3.90%,"12,950,000",-,,
2011-09-09,^NASI,NSE All-Share Index,73.71,121.58,73.94,73.94,73.94,74.62,-0.68,0.92%,"50,350,000",-,,
2011-09-11,^NASI,NSE All-Share Index,73.71,121.58,72.52,72.52,72.52,72.43,0.09,0.12%,"10,050,000",-,,
2011-09-12,^NASI,NSE All-Share Index,73.71,121.58,65.89,65.89,65.89,65.41,0.48,0.73%,"5,010,000",-,,
2011-09-13,^NASI,NSE All-Share Index,73.71,121.58,74.7,74.7,74.7,73.78,0.92,1.23%,"52,290,000",-,,
2011-09-14,^NASI,NSE All-Share Index,73.71,121.58,74.93,74.93,74.93,74.7,0.23,0.31%,"31,670,000",-,,
2011-09-15,^NASI,NSE All-Share Index,73.71,121.58,75.06,75.06,75.06,74.93,0.13,0.17%,"12,020,000",-,,
2011-09-16,^NASI,NSE All-Share Index,73.71,121.58,75.31,75.31,75.31,75.06,0.25,0.33%,"13,870,000",-,,
2011-09-19,^NASI,NSE All-Share Index,73.71,121.58,75.1,75.1,75.1,75.31,-0.21,0.28%,"13,230,000",-,,
2011-09-20,^NASI,NSE All-Share Index,73.71,121.58,74.87,74.87,74.87,75.1,-0.23,0.31%,"9,870,000",-,,
2011-09-21,^NASI,NSE All-Share Index,73.71,121.58,74.69,74.69,74.69,74.87,-0.18,0.24%,"15,510,000",-,,
2011-09-22,^NASI,NSE All-Share Index,73.71,121.58,74.55,74.55,74.55,74.69,-0.14,0.19%,"27,270,000",-,,
2011-09-23,^NASI,NSE All-Share Index,73.71,121.58,74.29,74.29,74.29,74.55,-0.26,0.35%,"7,740,000",-,,
2011-09-26,^NASI,NSE All-Share Index,73.71,121.58,73.29,73.29,73.29,74.29,-1,1.36%,"15,540,000",-,,
2011-09-27,^NASI,NSE All-Share Index,73.71,121.58,72.29,72.29,72.29,73.29,-1,1.38%,"15,150,000",-,,
2011-09-28,^NASI,NSE All-Share Index,73.71,121.58,71.36,71.36,71.36,72.29,-0.93,1.30%,"15,970,000",-,,
2011-09-29,^NASI,NSE All-Share Index,73.71,121.58,70.07,70.07,70.07,71.36,-1.29,1.84%,"19,780,000",-,,
2011-10-01,^NASI,NSE All-Share Index,73.71,121.58,102.74,102.74,102.74,103.52,-0.78,0.76%,"47,000,000",-,,
2011-10-02,^NASI,NSE All-Share Index,73.71,121.58,97.63,97.63,97.63,97.85,-0.22,0.23%,"11,310,000",-,,
2011-10-03,^NASI,NSE All-Share Index,73.71,121.58,89.24,89.24,89.24,91.47,-2.23,2.50%,"16,720,000",-,,
2011-10-05,^NASI,NSE All-Share Index,73.71,121.58,94.26,94.26,94.26,94.88,-0.62,0.66%,"15,720,000",-,,
2011-10-06,^NASI,NSE All-Share Index,73.71,121.58,92.92,92.92,92.92,93.25,-0.33,0.36%,"12,290,000",-,,
2011-10-08,^NASI,NSE All-Share Index,73.71,121.58,78.45,78.45,78.45,78.89,-0.44,0.56%,"19,880,000",-,,
2011-10-10,^NASI,NSE All-Share Index,73.71,121.58,69.45,69.45,69.45,69.36,0.09,0.13%,"9,890,000",-,,
2011-10-11,^NASI,NSE All-Share Index,73.71,121.58,72.47,72.47,72.47,72.52,-0.05,0.07%,"24,040,000",-,,
2011-10-13,^NASI,NSE All-Share Index,73.71,121.58,68.52,68.52,68.52,69.37,-0.85,1.24%,"7,920,000",-,,
2011-10-14,^NASI,NSE All-Share Index,73.71,121.58,68.49,68.49,68.49,68.52,-0.03,0.04%,"6,740,000",-,,
2011-10-17,^NASI,NSE All-Share Index,73.71,121.58,68.8,68.8,68.8,68.49,0.31,0.45%,"8,340,000",-,,
2011-10-18,^NASI,NSE All-Share Index,73.71,121.58,69.11,69.11,69.11,68.8,0.31,0.45%,"5,540,000",-,,
2011-10-19,^NASI,NSE All-Share Index,73.71,121.58,68.97,68.97,68.97,69.11,-0.14,0.20%,"77,420,000",-,,
2011-10-21,^NASI,NSE All-Share Index,73.71,121.58,69.2,69.2,69.2,68.97,0.23,0.33%,"94,740,000",-,,
2011-10-24,^NASI,NSE All-Share Index,73.71,121.58,69.18,69.18,69.18,69.2,-0.02,0.03%,"36,680,000",-,,
2011-10-25,^NASI,NSE All-Share Index,73.71,121.58,69.4,69.4,69.4,69.18,0.22,0.32%,"34,500,000",-,,
2011-10-26,^NASI,NSE All-Share Index,73.71,121.58,69.88,69.88,69.88,69.4,0.48,0.69%,"12,150,000",-,,
2011-10-27,^NASI,NSE All-Share Index,73.71,121.58,70.45,70.45,70.45,69.88,0.57,0.81%,"75,450,000",-,,
2011-10-28,^NASI,NSE All-Share Index,73.71,121.58,71.61,71.61,71.61,70.45,1.16,1.62%,"45,590,000",-,,
2011-10-31,^NASI,NSE All-Share Index,73.71,121.58,72.71,72.71,72.71,71.61,1.1,1.51%,"35,350,000",-,,
2011-11-01,^NASI,NSE All-Share Index,73.71,121.58,102.04,102.04,102.04,102.74,-0.7,0.69%,"16,090,000",-,,
2011-11-02,^NASI,NSE All-Share Index,73.71,121.58,97.96,97.96,97.96,97.63,0.33,0.34%,"7,830,000",-,,
2011-11-03,^NASI,NSE All-Share Index,73.71,121.58,90.01,90.01,90.01,89.24,0.77,0.86%,"17,840,000",-,,
2011-11-04,^NASI,NSE All-Share Index,73.71,121.58,94.3,94.3,94.3,93.73,0.57,0.60%,"33,480,000",-,,
2011-11-05,^NASI,NSE All-Share Index,73.71,121.58,93.72,93.72,93.72,94.26,-0.54,0.58%,"19,010,000",-,,
2011-11-07,^NASI,NSE All-Share Index,73.71,121.58,89.14,89.14,89.14,89.68,-0.54,0.61%,"5,720,000",-,,
2011-11-08,^NASI,NSE All-Share Index,73.71,121.58,78.95,78.95,78.95,78.45,0.5,0.63%,"18,680,000",-,,
2011-11-10,^NASI,NSE All-Share Index,73.71,121.58,69.31,69.31,69.31,69.45,-0.14,0.20%,"9,960,000",-,,
2011-11-11,^NASI,NSE All-Share Index,73.71,121.58,72.45,72.45,72.45,72.47,-0.02,0.03%,"32,600,000",-,,
2011-11-14,^NASI,NSE All-Share Index,73.71,121.58,71.87,71.87,71.87,72.45,-0.58,0.81%,"13,140,000",-,,
2011-11-15,^NASI,NSE All-Share Index,73.71,121.58,71.51,71.51,71.51,71.87,-0.36,0.50%,"39,660,000",-,,
2011-11-16,^NASI,NSE All-Share Index,73.71,121.58,71.36,71.36,71.36,71.51,-0.15,0.21%,"3,870,000",-,,
2011-11-17,^NASI,NSE All-Share Index,73.71,121.58,71.6,71.6,71.6,71.36,0.24,0.34%,"25,740,000",-,,
2011-11-18,^NASI,NSE All-Share Index,73.71,121.58,71.4,71.4,71.4,71.6,-0.2,0.28%,"5,640,000",-,,
2011-11-21,^NASI,NSE All-Share Index,73.71,121.58,71.29,71.29,71.29,71.4,-0.11,0.15%,"7,890,000",-,,
2011-11-22,^NASI,NSE All-Share Index,73.71,121.58,70.92,70.92,70.92,71.29,-0.37,0.52%,"9,040,000",-,,
2011-11-23,^NASI,NSE All-Share Index,73.71,121.58,70.62,70.62,70.62,70.92,-0.3,0.42%,"11,280,000",-,,
2011-11-24,^NASI,NSE All-Share Index,73.71,121.58,69.46,69.46,69.46,70.62,-1.16,1.67%,"13,750,000",-,,
2011-11-25,^NASI,NSE All-Share Index,73.71,121.58,68.05,68.05,68.05,69.46,-1.41,2.07%,"4,730,000",-,,
2011-11-29,^NASI,NSE All-Share Index,73.71,121.58,67.28,67.28,67.28,68.05,-0.77,1.14%,"11,340,000",-,,
2011-11-30,^NASI,NSE All-Share Index,73.71,121.58,66.33,66.33,66.33,67.28,-0.95,1.43%,"37,760,000",-,,
2011-12-01,^NASI,NSE All-Share Index,73.71,121.58,101.48,101.48,101.48,102.04,-0.56,0.55%,"86,230,000",-,,
2011-12-04,^NASI,NSE All-Share Index,73.71,121.58,93.86,93.86,93.86,94.3,-0.44,0.47%,"42,680,000",-,,
2011-12-05,^NASI,NSE All-Share Index,73.71,121.58,93.34,93.34,93.34,93.72,-0.38,0.41%,"28,860,000",-,,
2011-12-07,^NASI,NSE All-Share Index,73.71,121.58,87.52,87.52,87.52,89.14,-1.62,1.85%,"15,060,000",-,,
2011-12-08,^NASI,NSE All-Share Index,73.71,121.58,78.6,78.6,78.6,78.95,-0.35,0.45%,"9,790,000",-,,
2011-12-09,^NASI,NSE All-Share Index,73.71,121.58,73.78,73.78,73.78,73.94,-0.16,0.22%,"7,940,000",-,,
2011-12-10,^NASI,NSE All-Share Index,73.71,121.58,69.37,69.37,69.37,69.31,0.06,0.09%,"16,540,000",-,,
2011-12-13,^NASI,NSE All-Share Index,73.71,121.58,65.91,65.91,65.91,65.89,0.02,0.03%,"25,420,000",-,,
2011-12-14,^NASI,NSE All-Share Index,73.71,121.58,66.07,66.07,66.07,65.91,0.16,0.24%,"33,940,000",-,,
2011-12-15,^NASI,NSE All-Share Index,73.71,121.58,65.98,65.98,65.98,66.07,-0.09,0.14%,"20,580,000",-,,
2011-12-16,^NASI,NSE All-Share Index,73.71,121.58,66.11,66.11,66.11,65.98,0.13,0.20%,"19,060,000",-,,
2011-12-19,^NASI,NSE All-Share Index,73.71,121.58,66.26,66.26,66.26,66.11,0.15,0.23%,"25,190,000",-,,
2011-12-20,^NASI,NSE All-Share Index,73.71,121.58,66.47,66.47,66.47,66.26,0.21,0.32%,"12,890,000",-,,
2011-12-21,^NASI,NSE All-Share Index,73.71,121.58,67.23,67.23,67.23,66.47,0.76,1.13%,"16,720,000",-,,
2011-12-22,^NASI,NSE All-Share Index,73.71,121.58,67.8,67.8,67.8,67.23,0.57,0.84%,"16,220,000",-,,
2011-12-23,^NASI,NSE All-Share Index,73.71,121.58,67.72,67.72,67.72,67.8,-0.08,0.12%,"3,180,000",-,,
2011-12-27,^NASI,NSE All-Share Index,73.71,121.58,68.15,68.15,68.15,67.72,0.43,0.63%,"1,700,000",-,,
2011-12-28,^NASI,NSE All-Share Index,73.71,121.58,68.24,68.24,68.24,68.15,0.09,0.13%,"3,140,000",-,,
2011-12-29,^NASI,NSE All-Share Index,73.71,121.58,67.85,67.85,67.85,68.24,-0.39,0.57%,"12,830,000",-,,
2011-12-30,^NASI,NSE All-Share Index,73.71,121.58,68.03,68.03,68.03,67.85,0.18,0.26%,"4,710,000",-,,
2012-01-02,^NASI,NSE All-Share Index,73.23,119.37,68.68,68.68,68.68,68.94,-0.26,0.38%,"10,220,000",-,,
2012-01-03,^NASI,NSE All-Share Index,73.71,121.58,72.37,72.37,72.37,72.07,0.3,0.41%,"17,680,000",-,,
2012-01-08,^NASI,NSE All-Share Index,73.71,121.58,83.01,83.01,83.01,83.26,-0.25,0.30%,"12,580,000",-,,
2012-01-10,^NASI,NSE All-Share Index,73.71,121.58,87.17,87.17,87.17,87.38,-0.21,0.24%,"10,010,000",-,,
2012-01-11,^NASI,NSE All-Share Index,73.23,119.37,91.28,91.28,91.28,91.67,-0.39,0.43%,"31,240,000",-,,
2012-01-13,^NASI,NSE All-Share Index,73.23,119.37,68.61,68.61,68.61,68.84,-0.23,0.34%,"32,190,000",-,,
2012-01-16,^NASI,NSE All-Share Index,73.23,119.37,68.87,68.87,68.87,68.61,0.26,0.38%,"3,400,000",-,,
2012-01-17,^NASI,NSE All-Share Index,73.23,119.37,68.78,68.78,68.78,68.87,-0.09,0.13%,"8,060,000",-,,
2012-01-18,^NASI,NSE All-Share Index,73.23,119.37,68.73,68.73,68.73,68.78,-0.05,0.07%,"8,130,000",-,,
2012-01-19,^NASI,NSE All-Share Index,73.23,119.37,68.76,68.76,68.76,68.73,0.03,0.04%,0,-,,
2012-01-20,^NASI,NSE All-Share Index,73.23,119.37,68.83,68.83,68.83,68.76,0.07,0.10%,"45,050,000",-,,
2012-01-23,^NASI,NSE All-Share Index,73.23,119.37,67.96,67.96,67.96,68.83,-0.87,1.28%,"23,830,000",-,,
2012-01-24,^NASI,NSE All-Share Index,73.23,119.37,68.11,68.11,68.11,67.96,0.15,0.22%,"35,350,000",-,,
2012-01-25,^NASI,NSE All-Share Index,73.23,119.37,67.85,67.85,67.85,68.11,-0.26,0.38%,"10,650,000",-,,
2012-01-26,^NASI,NSE All-Share Index,73.23,119.37,67.97,67.97,67.97,67.85,0.12,0.18%,"16,460,000",-,,
2012-01-27,^NASI,NSE All-Share Index,73.23,119.37,68.79,68.79,68.79,67.97,0.82,1.19%,"53,840,000",-,,
2012-01-30,^NASI,NSE All-Share Index,73.23,119.37,68.91,68.91,68.91,68.79,0.12,0.17%,0,-,,
2012-01-31,^NASI,NSE All-Share Index,73.23,119.37,68.94,68.94,68.94,68.91,0.03,0.04%,"12,300,000",-,,
2012-02-02,^NASI,NSE All-Share Index,73.23,119.37,69.05,69.05,69.05,68.68,0.37,0.54%,"4,930,000",-,,
2012-02-03,^NASI,NSE All-Share Index,73.71,121.58,72.78,72.78,72.78,72.37,0.41,0.56%,"19,160,000",-,,
2012-02-04,^NASI,NSE All-Share Index,73.71,121.58,73.24,73.24,73.24,73.47,-0.23,0.31%,0,-,,
2012-02-05,^NASI,NSE All-Share Index,73.71,121.58,77.06,77.06,77.06,76.91,0.15,0.19%,"22,100,000",-,,
2012-02-07,^NASI,NSE All-Share Index,73.71,121.58,81.8,81.8,81.8,80.75,1.05,1.28%,"13,950,000",-,,
2012-02-08,^NASI,NSE All-Share Index,73.71,121.58,82.98,82.98,82.98,83.01,-0.03,0.04%,"15,090,000",-,,
2012-02-11,^NASI,NSE All-Share Index,73.23,119.37,91.3,91.3,91.3,91.28,0.02,0.02%,"29,820,000",-,,
2012-02-13,^NASI,NSE All-Share Index,73.71,121.58,69.13,69.13,69.13,69.03,0.1,0.14%,"18,300,000",-,,
2012-02-14,^NASI,NSE All-Share Index,73.71,121.58,68.81,68.81,68.81,69.13,-0.32,0.47%,"9,150,000",-,,
2012-02-15,^NASI,NSE All-Share Index,73.71,121.58,69.44,69.44,69.44,68.81,0.63,0.91%,"45,640,000",-,,
2012-02-16,^NASI,NSE All-Share Index,73.71,121.58,69.94,69.94,69.94,69.44,0.5,0.71%,"25,530,000",-,,
2012-02-17,^NASI,NSE All-Share Index,73.71,121.58,70.23,70.23,70.23,69.94,0.29,0.41%,"13,100,000",-,,
2012-02-20,^NASI,NSE All-Share Index,73.71,121.58,69.91,69.91,69.91,70.23,-0.32,0.46%,"8,930,000",-,,
2012-02-21,^NASI,NSE All-Share Index,73.71,121.58,70.16,70.16,70.16,69.91,0.25,0.36%,"7,120,000",-,,
2012-02-22,^NASI,NSE All-Share Index,73.71,121.58,70.02,70.02,70.02,70.16,-0.14,0.20%,"18,230,000",-,,
2012-02-23,^NASI,NSE All-Share Index,73.71,121.58,70.19,70.19,70.19,70.02,0.17,0.24%,"18,130,000",-,,
2012-02-24,^NASI,NSE All-Share Index,73.71,121.58,70.73,70.73,70.73,70.19,0.54,0.76%,"7,400,000",-,,
2012-02-27,^NASI,NSE All-Share Index,73.71,121.58,70.8,70.8,70.8,70.73,0.07,0.10%,"11,750,000",-,,
2012-02-28,^NASI,NSE All-Share Index,73.71,121.58,71.51,71.51,71.51,70.8,0.71,0.99%,"11,150,000",-,,
2012-02-29,^NASI,NSE All-Share Index,73.71,121.58,72.07,72.07,72.07,71.51,0.56,0.78%,"19,790,000",-,,
2012-03-01,^NASI,NSE All-Share Index,73.23,119.37,68.38,68.38,68.38,68.03,0.35,0.51%,"10,990,000",-,,
2012-03-02,^NASI,NSE All-Share Index,73.23,119.37,69.04,69.04,69.04,69.05,-0.01,0.01%,"4,790,000",-,,
2012-03-04,^NASI,NSE All-Share Index,73.71,121.58,73.4,73.4,73.4,73.24,0.16,0.22%,"7,690,000",-,,
2012-03-05,^NASI,NSE All-Share Index,73.71,121.58,77.93,77.93,77.93,77.06,0.87,1.12%,"37,790,000",-,,
2012-03-07,^NASI,NSE All-Share Index,73.71,121.58,82.51,82.51,82.51,81.8,0.71,0.86%,"27,240,000",-,,
2012-03-08,^NASI,NSE All-Share Index,73.71,121.58,83.69,83.69,83.69,82.98,0.71,0.85%,"25,740,000",-,,
2012-03-09,^NASI,NSE All-Share Index,73.71,121.58,84.95,84.95,84.95,84.66,0.29,0.34%,"24,240,000",-,,
2012-03-10,^NASI,NSE All-Share Index,73.71,121.58,87.11,87.11,87.11,87.17,-0.06,0.07%,"26,570,000",-,,
2012-03-12,^NASI,NSE All-Share Index,73.23,119.37,92.05,92.05,92.05,92.2,-0.15,0.16%,"25,310,000",-,,
2012-03-13,^NASI,NSE All-Share Index,73.71,121.58,73.32,73.32,73.32,74.16,-0.84,1.15%,"12,230,000",-,,
2012-03-14,^NASI,NSE All-Share Index,73.71,121.58,73.05,73.05,73.05,73.32,-0.27,0.37%,"32,820,000",-,,
2012-03-15,^NASI,NSE All-Share Index,73.71,121.58,73.06,73.06,73.06,73.05,0.01,0.01%,"15,980,000",-,,
2012-03-16,^NASI,NSE All-Share Index,73.71,121.58,73.13,73.13,73.13,73.06,0.07,0.10%,"19,980,000",-,,
2012-03-19,^NASI,NSE All-Share Index,73.71,121.58,72.71,72.71,72.71,73.13,-0.42,0.58%,"7,690,000",-,,
2012-03-20,^NASI,NSE All-Share Index,73.71,121.58,71.64,71.64,71.64,72.71,-1.07,1.49%,"21,150,000",-,,
2012-03-21,^NASI,NSE All-Share Index,73.71,121.58,72.47,72.47,72.47,71.64,0.83,1.15%,"12,330,000",-,,
2012-03-22,^NASI,NSE All-Share Index,73.71,121.58,72.98,72.98,72.98,72.47,0.51,0.70%,"26,760,000",-,,
2012-03-23,^NASI,NSE All-Share Index,73.71,121.58,73.52,73.52,73.52,72.98,0.54,0.73%,"24,680,000",-,,
2012-03-26,^NASI,NSE All-Share Index,73.71,121.58,73.23,73.23,73.23,73.52,-0.29,0.40%,"12,100,000",-,,
2012-03-27,^NASI,NSE All-Share Index,73.71,121.58,73.38,73.38,73.38,73.23,0.15,0.20%,"22,010,000",-,,
2012-03-28,^NASI,NSE All-Share Index,73.71,121.58,73.53,73.53,73.53,73.38,0.15,0.20%,"19,620,000",-,,
2012-03-29,^NASI,NSE All-Share Index,73.71,121.58,73.46,73.46,73.46,73.53,-0.07,0.10%,"12,830,000",-,,
2012-03-30,^NASI,NSE All-Share Index,73.71,121.58,73.47,73.47,73.47,73.46,0.01,0.01%,"37,740,000",-,,
2012-04-01,^NASI,NSE All-Share Index,73.23,119.37,68.25,68.25,68.25,68.38,-0.13,0.19%,"9,870,000",-,,
2012-04-04,^NASI,NSE All-Share Index,73.71,121.58,73.92,73.92,73.92,73.4,0.52,0.70%,"52,470,000",-,,
2012-04-05,^NASI,NSE All-Share Index,73.71,121.58,78.57,78.57,78.57,77.93,0.64,0.81%,"30,140,000",-,,
2012-04-06,^NASI,NSE All-Share Index,73.71,121.58,78.21,78.21,78.21,78.48,-0.27,0.35%,"17,380,000",-,,
2012-04-07,^NASI,NSE All-Share Index,73.71,121.58,82.32,82.32,82.32,82.51,-0.19,0.23%,0,-,,
2012-04-09,^NASI,NSE All-Share Index,73.71,121.58,85.62,85.62,85.62,84.95,0.67,0.78%,"18,560,000",-,,
2012-04-10,^NASI,NSE All-Share Index,73.71,121.58,87.08,87.08,87.08,87.11,-0.03,0.03%,"24,310,000",-,,
2012-04-12,^NASI,NSE All-Share Index,73.23,119.37,91.98,91.98,91.98,92.05,-0.07,0.08%,"49,100,000",-,,
2012-04-13,^NASI,NSE All-Share Index,73.71,121.58,74.72,74.72,74.72,74.37,0.35,0.47%,"50,150,000",-,,
2012-04-16,^NASI,NSE All-Share Index,73.71,121.58,74.68,74.68,74.68,74.72,-0.04,0.05%,"16,080,000",-,,
2012-04-17,^NASI,NSE All-Share Index,73.71,121.58,74.93,74.93,74.93,74.68,0.25,0.33%,"38,320,000",-,,
2012-04-18,^NASI,NSE All-Share Index,73.71,121.58,75.49,75.49,75.49,74.93,0.56,0.74%,"55,580,000",-,,
2012-04-19,^NASI,NSE All-Share Index,73.71,121.58,76.14,76.14,76.14,75.49,0.65,0.85%,"14,470,000",-,,
2012-04-20,^NASI,NSE All-Share Index,73.71,121.58,76.72,76.72,76.72,76.14,0.58,0.76%,"23,320,000",-,,
2012-04-23,^NASI,NSE All-Share Index,73.71,121.58,77.2,77.2,77.2,76.72,0.48,0.62%,"33,170,000",-,,
2012-04-25,^NASI,NSE All-Share Index,73.71,121.58,78.29,78.29,78.29,77.91,0.38,0.49%,"40,060,000",-,,
2012-04-26,^NASI,NSE All-Share Index,73.71,121.58,77.12,77.12,77.12,78.29,-1.17,1.52%,"19,860,000",-,,
2012-04-27,^NASI,NSE All-Share Index,73.71,121.58,76.71,76.71,76.71,77.12,-0.41,0.53%,"22,860,000",-,,
2012-04-30,^NASI,NSE All-Share Index,73.71,121.58,76.91,76.91,76.91,76.71,0.2,0.26%,"11,970,000",-,,
2012-05-01,^NASI,NSE All-Share Index,73.23,119.37,68.31,68.31,68.31,68.25,0.06,0.09%,"12,420,000",-,,
